,rank,title,description,boomkat_url,img_url,curator,year,type
0,1,"Adriana João e Pedro Tavares

            —
            ""ONDA DOIS VENTOS” (Fungo)",,,https://boomkat.com/assets/missing-image-ff66121553d0b6715416d6811c4ce4e0a66c91fabaf17e923f8741023340e44f.png,Nelson Gomes _ Príncipe,2022,eoy
1,2,"Bezbog

            —
            “Dazhbog” (Favela Discos)",,,https://boomkat.com/assets/missing-image-ff66121553d0b6715416d6811c4ce4e0a66c91fabaf17e923f8741023340e44f.png,Nelson Gomes _ Príncipe,2022,eoy
2,3,"Burnt Friedman & João Pais Filipe

              —
              Automatic Music Vol​.​1 – Mechanics Of Waving
            
              (Nonplace)","Pure rhythm science from two of the best in the game, dicing with meter and infrasound in a devilish style set to spark floors and minds.

In the works for four years, ‘Automatic Vol. 1’ yields the first in a series of ongoing studies by Friedmann & Filipe after feeling out each other’s style on 2020’s ‘Eurydike’ EP. Their new project is presented as a concerted attempt to... more",/products/automatic-music-vol-1-mechanics-of-waving,https://assets.boomkat.com/spree/products/821191/product/a1866127977_10.jpg,Nelson Gomes _ Príncipe,2022,eoy
3,4,"Caucenus

            —
            ""Paisagens Glitchadas” (CIGA239)",,,https://boomkat.com/assets/missing-image-ff66121553d0b6715416d6811c4ce4e0a66c91fabaf17e923f8741023340e44f.png,Nelson Gomes _ Príncipe,2022,eoy
4,5,"Conrad Pack & DJ Gonz & Leeway

              —
              Higher Reaction Sound
            
              (SELN Recordings)",,/products/higher-reaction-sound,https://assets.boomkat.com/spree/products/837103/product/5056467326691.jpg,Nelson Gomes _ Príncipe,2022,eoy
5,6,"Cravo

            —
            “Hits” (Hayes)",,,https://boomkat.com/assets/missing-image-ff66121553d0b6715416d6811c4ce4e0a66c91fabaf17e923f8741023340e44f.png,Nelson Gomes _ Príncipe,2022,eoy
6,7,"Dies Lexic

              —
              Lexicon Hall
            
              (Favela Discos)","Breezy debut of no wave/free jazzed percussion and zonkkkked hypnagogic atmosphere by Inês Tartaruga Água & Xavier Paes’ duo on Porto-based Favela Discos

Xavier Paes arrives from duties on a succession of Favela Discos (In Trux We Pux Vol. 1 & 2, Milteto) to hash out the Dies Lexic with fellow multi-instrumentalist Inês Tartaruga Água, who makes their first... more",/products/lexicon-hall,https://assets.boomkat.com/spree/products/840943/product/FAVELA064LP_CU.jpg,Nelson Gomes _ Príncipe,2022,eoy
7,8,"DJ Narciso & Endgame

              —
              NXE
            
              (SVBKVLT)","Príncipe's DJ Narciso and Bala Club co-founder Endgame team up for a chilly, introspective airlock club excursion, that crosses DMZ-wave darkstep with aerated kuduro futurism and CRT-fukt SVBKLT wonk.

'NXE' was assembled over the course of a year, developed from Narciso and Endgame's desire to not only rep the dancefloor cultures of their respective... more",/products/nxe,https://assets.boomkat.com/spree/products/789715/product/5056321667113_T5_Image.jpg,Nelson Gomes _ Príncipe,2022,eoy
8,9,"funcionário

              —
              Cavalcante
            
              (Holuzam)",,/products/cavalcante,https://assets.boomkat.com/spree/products/842289/product/880918260211.jpg,Nelson Gomes _ Príncipe,2022,eoy
9,10,"funcionário

            —
            ""Lisbon Dreams” (Groovemnet)",,,https://boomkat.com/assets/missing-image-ff66121553d0b6715416d6811c4ce4e0a66c91fabaf17e923f8741023340e44f.png,Nelson Gomes _ Príncipe,2022,eoy
10,11,"Floresta Oblíqua

            —
            “Mlender (Memory Mixing Machine)” (Rotten \ Fresh)",,,https://boomkat.com/assets/missing-image-ff66121553d0b6715416d6811c4ce4e0a66c91fabaf17e923f8741023340e44f.png,Nelson Gomes _ Príncipe,2022,eoy
11,12,"Gala Drop

            —
            “Amizade” (GDRecords)",,,https://boomkat.com/assets/missing-image-ff66121553d0b6715416d6811c4ce4e0a66c91fabaf17e923f8741023340e44f.png,Nelson Gomes _ Príncipe,2022,eoy
12,13,"IVVVO

              —
              Bleached Butterfly
            
              (AD 93)","IVVVO dovetails prevailing grunge/indie-rock trends, twisted metal, hyper-pop and deco-dance fascinations in a blistered new suite for Nic Tasker’s AD 93

Echoing recent directions by likes of Mica Levi’s Good Sad Happy Bad and Dean Blunt affiliates Bar Italia, Portuguese Londoner IVVVO practices a sort of teenaged angst and ecstasy in ‘Bleached Butterfly’. It’s his... more",/products/bleached-butterfly,https://assets.boomkat.com/spree/products/796473/product/4062548042573_T11_Image.jpg,Nelson Gomes _ Príncipe,2022,eoy
13,14,"JEJUNO

            —
            Live @ Bola da Liberdade",,,https://boomkat.com/assets/missing-image-ff66121553d0b6715416d6811c4ce4e0a66c91fabaf17e923f8741023340e44f.png,Nelson Gomes _ Príncipe,2022,eoy
14,15,"LEAL & Conrad Pack & DJ Gonz

              —
              Greatest Hits
            
              (SELN Recordings)",,/products/greatest-hits-e556afea-6167-4de7-b23d-d1fd845a07bd,https://assets.boomkat.com/spree/products/835715/product/5056467345265.jpg,Nelson Gomes _ Príncipe,2022,eoy
15,16,"Maria Reis

              —
              Benefício da Dúvida
            
              (Cafetra Records)",,/products/beneficio-da-duvida,https://assets.boomkat.com/spree/products/809463/product/880918257723.jpg,Nelson Gomes _ Príncipe,2022,eoy
16,17,"Niagara

              —
              Parva Naturalia
            
              (Disciples)","Essentially spiky comp of Portuguese trio Niagara's rarest and most spannered out-of-print 12""/EP cuts, taking in properly unbalanced syfy house experiments - restless, blown-out dancefloor headfucks that feel like hotwired cousins to Actress, Terrence Dixon, or Hieroglyphic Being's galvanized funk.

Since their debut EP ""Ouro Oeste"", released back in 2013 via... more",/products/parva-naturalia,https://assets.boomkat.com/spree/products/790311/product/5060263724353.jpg,Nelson Gomes _ Príncipe,2022,eoy
17,18,"Nocturnal Emissions

              —
              In Dub
            
              (Holuzam)","Nigel Ayers ov industrial pioneers Nocturnal Emissions supplies cranky, offbeat dubs to Príncipe’s weirder sibling, Holuzam

‘In Dub’ holds Ayers most concerted effort in the echo chamber, committing his formative, longtime love of its etheric spatialisation and meditative appeal after some 30 odd years of dicing with its techniques in a plethora of mutant... more",/products/in-dub-4587d23b-59da-43ac-9e96-55fb575553bd,https://assets.boomkat.com/spree/products/813574/product/880918257372.jpg,Nelson Gomes _ Príncipe,2022,eoy
18,19,"Pedro Alves Sousa

            —
            “Má Estrela” (Shhpuma)",,,https://boomkat.com/assets/missing-image-ff66121553d0b6715416d6811c4ce4e0a66c91fabaf17e923f8741023340e44f.png,Nelson Gomes _ Príncipe,2022,eoy
19,20,"Putas Bêbadas

              —
              Nível Lounge
            
              (Cafetra Records)",,/products/nivel-lounge,https://assets.boomkat.com/spree/products/838604/product/880918260068.jpg,Nelson Gomes _ Príncipe,2022,eoy
20,21,"Ondness

              —
              Megadawn
            
              (Holuzam)","Eyeball-dilating rhythmic complications and synapse-popping sound design on this heavily-spiced fresh set from Portuguese oddball Ondness (aka Serpente), following 2019's brilliant ""Meio Que Sumiu"". Somewhere between Niagara, Rashad Becker, Nazar and Speaker Music.

Bruno Silva hasn't exactly been quiet since his last Ondness album. In the time since ""Meio... more",/products/megadawn,https://assets.boomkat.com/spree/products/807817/product/880918237718.jpg,Nelson Gomes _ Príncipe,2022,eoy
21,22,"Rita Silva

            —
            ""The Inflationary Epoch” (Colectivo Casa Amarela)",,,https://boomkat.com/assets/missing-image-ff66121553d0b6715416d6811c4ce4e0a66c91fabaf17e923f8741023340e44f.png,Nelson Gomes _ Príncipe,2022,eoy
22,23,"Sereias

            —
            “Sereias” (Lovers & Lollypops)",,,https://boomkat.com/assets/missing-image-ff66121553d0b6715416d6811c4ce4e0a66c91fabaf17e923f8741023340e44f.png,Nelson Gomes _ Príncipe,2022,eoy
23,24,"Serpente

            —
            “Dias da Aranha” (Souk Records)",,,https://boomkat.com/assets/missing-image-ff66121553d0b6715416d6811c4ce4e0a66c91fabaf17e923f8741023340e44f.png,Nelson Gomes _ Príncipe,2022,eoy
24,25,"usof

            —
            “Selections 2” (Rotten \ Fresh)",,,https://boomkat.com/assets/missing-image-ff66121553d0b6715416d6811c4ce4e0a66c91fabaf17e923f8741023340e44f.png,Nelson Gomes _ Príncipe,2022,eoy
25,26,"Tropa Macaca

              —
              Animais Sintéticos
            
              (Self Released)","Eeriy, lysergic adventures in detuned synth music from Lisbon’s duo of André Abel and Joana da Conceição aka Tropa Macaca

Surely the only act with credits for The Trilogy types, Siltbreeze, and 0PN’s Software, to their name, the duo hold their line into psychedelic hinterlands on this self-released trip. The two pieces originally formed a soundtrack to... more",/products/animais-sinteticos,https://assets.boomkat.com/spree/products/835409/product/a3601518369_10.jpg,Nelson Gomes _ Príncipe,2022,eoy
26,27,"Tropa Macaca

            —
            ""Col​ó​nia / Vai e vem” (Self-Release)",,,https://boomkat.com/assets/missing-image-ff66121553d0b6715416d6811c4ce4e0a66c91fabaf17e923f8741023340e44f.png,Nelson Gomes _ Príncipe,2022,eoy
27,28,"Vítor Rua

              —
              Electronic Music 1993-2018
            
              (Marte Instantânea)",,/products/electronic-music-1993-2018,https://assets.boomkat.com/spree/products/845638/product/880918259611.jpg,Nelson Gomes _ Príncipe,2022,eoy
